DOMInventory,,,,,,,,,,
PartNumber,OnlineStoreIdentifier,PhysicalStoreIdentifier,InventoryStatus,AvailableQuantity,AvailableQuantityUOM,AvailabilityTime,AvailabilityOffset,LastUpdate,ContextStoreIdentifier,Delete
FB041_4104018,,,AVL,2900,C62,,,,,
FB041_4104019,,,AVL,1200,C62,,,,,
FB041_4104020,,,AVL,2900,C62,,,,,
FB041_4104021,,,AVL,2500,C62,,,,,
FB041_4104022,,,AVL,2200,C62,,,,,
FB041_4104023,,,AVL,2500,C62,,,,,
FB041_4104024,,,AVL,1400,C62,,,,,
FB041_4104025,,,AVL,2000,C62,,,,,
FB041_4104026,,,AVL,2200,C62,,,,,
FB041_4104027,,,AVL,1200,C62,,,,,
FB041_4104028,,,AVL,1600,C62,,,,,
FB041_4104029,,,AVL,3000,C62,,,,,
FB041_4104030,,,AVL,1900,C62,,,,,
FB041_4104031,,,AVL,2700,C62,,,,,
FB041_4104032,,,AVL,3000,C62,,,,,
FB041_4104033,,,AVL,2200,C62,,,,,
FB041_4104034,,,AVL,1900,C62,,,,,
FB041_4104035,,,AVL,2100,C62,,,,,
FB041_4104036,,,AVL,2300,C62,,,,,
FB041_410501,,,AVL,1000,C62,,,,,
FB041_410502,,,AVL,2700,C62,,,,,
FB041_410503,,,AVL,3000,C62,,,,,
FB041_410504,,,AVL,1000,C62,,,,,
FB041_410505,,,AVL,1100,C62,,,,,
FB041_410506,,,AVL,2200,C62,,,,,
FB041_410507,,,AVL,1300,C62,,,,,
FB041_410508,,,AVL,2100,C62,,,,,
FB041_410509,,,AVL,2000,C62,,,,,
FB041_4105010,,,AVL,2700,C62,,,,,
FB041_4105011,,,AVL,2400,C62,,,,,
FB041_4105012,,,AVL,1000,C62,,,,,
FB041_4105013,,,AVL,2900,C62,,,,,
FB041_4105014,,,AVL,2800,C62,,,,,
FB041_4105015,,,AVL,2200,C62,,,,,
FB041_4105016,,,AVL,1100,C62,,,,,
FB041_4105017,,,AVL,2000,C62,,,,,
FB041_4105018,,,AVL,2800,C62,,,,,
FB041_4105019,,,AVL,2100,C62,,,,,
FB041_4105020,,,AVL,1600,C62,,,,,
FB041_4105021,,,AVL,1500,C62,,,,,
FB041_4105022,,,AVL,1200,C62,,,,,
FB041_4105023,,,AVL,1400,C62,,,,,
FB041_4105024,,,AVL,2300,C62,,,,,
FB041_410601,,,AVL,1600,C62,,,,,
FB041_410602,,,AVL,1100,C62,,,,,
FB041_410603,,,AVL,1700,C62,,,,,
FB041_410604,,,AVL,2100,C62,,,,,
FB041_410605,,,AVL,1400,C62,,,,,
FB041_410606,,,AVL,1600,C62,,,,,
FB041_410607,,,AVL,1000,C62,,,,,
FB041_410608,,,AVL,2900,C62,,,,,
FB041_410609,,,AVL,1300,C62,,,,,
FB041_4106010,,,AVL,2700,C62,,,,,
FB041_4106011,,,AVL,1500,C62,,,,,
FB041_4106012,,,AVL,2600,C62,,,,,
FB041_4106013,,,AVL,1900,C62,,,,,
FB041_4106014,,,AVL,1300,C62,,,,,
FB041_4106015,,,AVL,2500,C62,,,,,
FB041_4106016,,,AVL,2600,C62,,,,,
FB041_4106017,,,AVL,1000,C62,,,,,
FB041_4106018,,,AVL,2900,C62,,,,,
FB041_410701,,,AVL,2800,C62,,,,,
FB041_410702,,,AVL,1800,C62,,,,,
FB041_410703,,,AVL,2400,C62,,,,,
FB041_410704,,,AVL,2800,C62,,,,,
FB041_410705,,,AVL,1600,C62,,,,,
FB041_410706,,,AVL,1600,C62,,,,,
FB041_410707,,,AVL,2900,C62,,,,,
FB041_410708,,,AVL,2400,C62,,,,,
FB041_410709,,,AVL,2700,C62,,,,,
FB041_4107010,,,AVL,1500,C62,,,,,
FB041_4107011,,,AVL,2600,C62,,,,,
FB041_4107012,,,AVL,1700,C62,,,,,
FB041_4107013,,,AVL,2000,C62,,,,,
FB041_4107014,,,AVL,1200,C62,,,,,
FB041_4107015,,,AVL,1000,C62,,,,,
FB041_4107016,,,AVL,1600,C62,,,,,
FB041_4107017,,,AVL,1200,C62,,,,,
FB041_4107018,,,AVL,1200,C62,,,,,
FB041_410801,,,AVL,1300,C62,,,,,
FB041_410802,,,AVL,2700,C62,,,,,
FB041_410803,,,AVL,1500,C62,,,,,
FB041_410804,,,AVL,2200,C62,,,,,
FB041_410805,,,AVL,1600,C62,,,,,
FB041_410806,,,AVL,1000,C62,,,,,
FB041_410807,,,AVL,2300,C62,,,,,
FB041_410808,,,AVL,1100,C62,,,,,
FB041_410809,,,AVL,1800,C62,,,,,
FB041_4108010,,,AVL,1500,C62,,,,,
FB041_4108011,,,AVL,2600,C62,,,,,
FB041_4108012,,,AVL,2600,C62,,,,,
FB041_410901,,,AVL,2200,C62,,,,,
FB041_410902,,,AVL,1400,C62,,,,,
FB041_410903,,,AVL,1900,C62,,,,,
FB041_410904,,,AVL,2500,C62,,,,,
FB041_410905,,,AVL,2600,C62,,,,,
FB041_410906,,,AVL,1900,C62,,,,,
FB041_410907,,,AVL,1900,C62,,,,,
FB041_410908,,,AVL,1200,C62,,,,,
FB041_410909,,,AVL,2300,C62,,,,,
FNU040_400101,,,AVL,1600,C62,,,,,
FNU040_400102,,,AVL,1000,C62,,,,,
FNU040_400103,,,AVL,2500,C62,,,,,
FNU040_400104,,,AVL,1500,C62,,,,,
FNU040_400105,,,AVL,2200,C62,,,,,
FNU040_400106,,,AVL,2600,C62,,,,,
FNU040_400107,,,AVL,1800,C62,,,,,
FNU040_400108,,,AVL,2100,C62,,,,,
FNU040_400109,,,AVL,1800,C62,,,,,
FNU040_4001010,,,AVL,2500,C62,,,,,
FNU040_4001011,,,AVL,2000,C62,,,,,
FNU040_4001012,,,AVL,1200,C62,,,,,
FNU040_4001013,,,AVL,2900,C62,,,,,
FNU040_4001014,,,AVL,1000,C62,,,,,
FNU040_4001015,,,AVL,1000,C62,,,,,
FNU040_4001016,,,AVL,1900,C62,,,,,
FNU040_4001017,,,AVL,2700,C62,,,,,
FNU040_4001018,,,AVL,2500,C62,,,,,
FNU040_4001019,,,AVL,1900,C62,,,,,
FNU040_4001020,,,AVL,1900,C62,,,,,
FNU040_4001021,,,AVL,1100,C62,,,,,
FNU040_4001022,,,AVL,2800,C62,,,,,
FNU040_4001023,,,AVL,1700,C62,,,,,
FNU040_4001024,,,AVL,1600,C62,,,,,
FNU040_4001025,,,AVL,1200,C62,,,,,
FNU040_4001026,,,AVL,2700,C62,,,,,
FNU040_4001027,,,AVL,2600,C62,,,,,
FNU040_4001028,,,AVL,3000,C62,,,,,
FNU040_4001029,,,AVL,1300,C62,,,,,
FNU040_4001030,,,AVL,2100,C62,,,,,
FNU040_4001031,,,AVL,2400,C62,,,,,
FNU040_4001032,,,AVL,2600,C62,,,,,
FNU040_4001033,,,AVL,2300,C62,,,,,
FNU040_4001034,,,AVL,2200,C62,,,,,
FNU040_4001035,,,AVL,2700,C62,,,,,
FNU040_4001036,,,AVL,1200,C62,,,,,
FNU040_4001037,,,AVL,1600,C62,,,,,
FNU040_4001038,,,AVL,2500,C62,,,,,
FNU040_4001039,,,AVL,1000,C62,,,,,
FNU040_4001040,,,AVL,1700,C62,,,,,
FNU040_4001041,,,AVL,2100,C62,,,,,
FNU040_4001042,,,AVL,2800,C62,,,,,
FNU040_4001043,,,AVL,2300,C62,,,,,
FNU040_4001044,,,AVL,1400,C62,,,,,
FNU040_4001045,,,AVL,1200,C62,,,,,
FNU040_4001046,,,AVL,1400,C62,,,,,
FNU040_4001047,,,AVL,2300,C62,,,,,
FNU040_4001048,,,AVL,1500,C62,,,,,
FNU040_400201,,,AVL,2000,C62,,,,,
FNU040_400202,,,AVL,2000,C62,,,,,
FNU040_400203,,,AVL,3000,C62,,,,,
FNU040_400204,,,AVL,2800,C62,,,,,
FNU040_400205,,,AVL,1900,C62,,,,,
FNU040_400206,,,AVL,2400,C62,,,,,
FNU040_400207,,,AVL,3000,C62,,,,,
FNU040_400208,,,AVL,1300,C62,,,,,
FNU040_400209,,,AVL,2500,C62,,,,,
FNU040_4002010,,,AVL,2200,C62,,,,,
FNU040_4002011,,,AVL,1100,C62,,,,,
FNU040_4002012,,,AVL,2700,C62,,,,,
FNU040_4002013,,,AVL,2800,C62,,,,,
FNU040_4002014,,,AVL,2100,C62,,,,,
FNU040_4002015,,,AVL,2900,C62,,,,,
FNU040_4002016,,,AVL,1600,C62,,,,,
FNU040_4002017,,,AVL,1700,C62,,,,,
FNU040_4002018,,,AVL,1900,C62,,,,,
FNU040_4002019,,,AVL,3000,C62,,,,,
FNU040_4002020,,,AVL,1600,C62,,,,,
FNU040_4002021,,,AVL,2200,C62,,,,,
FNU040_4002022,,,AVL,2900,C62,,,,,
FNU040_4002023,,,AVL,2100,C62,,,,,
FNU040_4002024,,,AVL,1000,C62,,,,,
FNU040_400301,,,AVL,2800,C62,,,,,
FNU040_400302,,,AVL,2000,C62,,,,,
FNU040_400303,,,AVL,1400,C62,,,,,
FNU040_400304,,,AVL,1400,C62,,,,,
FNU040_400305,,,AVL,2100,C62,,,,,
FNU040_400306,,,AVL,3000,C62,,,,,
FNU040_400307,,,AVL,1700,C62,,,,,
FNU040_400308,,,AVL,2900,C62,,,,,
FNU040_400309,,,AVL,2800,C62,,,,,
FNU040_4003010,,,AVL,2400,C62,,,,,
FNU040_4003011,,,AVL,1100,C62,,,,,
FNU040_4003012,,,AVL,2900,C62,,,,,
FNU040_4003013,,,AVL,2900,C62,,,,,
FNU040_4003014,,,AVL,1900,C62,,,,,
FNU040_4003015,,,AVL,1800,C62,,,,,
FNU040_4003016,,,AVL,2100,C62,,,,,
FNU040_4003017,,,AVL,2600,C62,,,,,
FNU040_4003018,,,AVL,2300,C62,,,,,
FNU040_4003019,,,AVL,2900,C62,,,,,
FNU040_4003020,,,AVL,1600,C62,,,,,
FNU040_4003021,,,AVL,2600,C62,,,,,
FNU040_4003022,,,AVL,2500,C62,,,,,
FNU040_4003023,,,AVL,2100,C62,,,,,
FNU040_4003024,,,AVL,1100,C62,,,,,
FNU040_400401,,,AVL,1400,C62,,,,,
FNU040_400402,,,AVL,2300,C62,,,,,
FNU040_400403,,,AVL,1800,C62,,,,,
FNU040_400404,,,AVL,2500,C62,,,,,
FNU040_400405,,,AVL,2600,C62,,,,,
FNU040_400406,,,AVL,1500,C62,,,,,
FNU040_400407,,,AVL,2900,C62,,,,,
FNU040_400408,,,AVL,1300,C62,,,,,
FNU040_400409,,,AVL,1000,C62,,,,,
FNU040_4004010,,,AVL,2100,C62,,,,,
FNU040_4004011,,,AVL,2100,C62,,,,,
FNU040_4004012,,,AVL,1900,C62,,,,,
FNU040_4004013,,,AVL,2600,C62,,,,,
FNU040_4004014,,,AVL,2000,C62,,,,,
FNU040_4004015,,,AVL,2100,C62,,,,,
FNU040_4004016,,,AVL,1100,C62,,,,,
FNU040_4004017,,,AVL,2900,C62,,,,,
FNU040_4004018,,,AVL,2200,C62,,,,,
FNU040_4004019,,,AVL,1200,C62,,,,,
FNU040_4004020,,,AVL,1400,C62,,,,,
FNU040_4004021,,,AVL,1800,C62,,,,,
FNU040_4004022,,,AVL,1200,C62,,,,,
FNU040_4004023,,,AVL,1600,C62,,,,,
FNU040_4004024,,,AVL,1500,C62,,,,,
FNU040_400501,,,AVL,2900,C62,,,,,
FNU040_400502,,,AVL,2400,C62,,,,,
FNU040_400503,,,AVL,1700,C62,,,,,
FNU040_400504,,,AVL,2400,C62,,,,,
FNU040_400505,,,AVL,1400,C62,,,,,
FNU040_400506,,,AVL,1500,C62,,,,,
FNU040_400507,,,AVL,1400,C62,,,,,
FNU040_400508,,,AVL,1600,C62,,,,,
FNU040_400509,,,AVL,1500,C62,,,,,
FNU040_4005010,,,AVL,2400,C62,,,,,
FNU040_4005011,,,AVL,2600,C62,,,,,
FNU040_4005012,,,AVL,2700,C62,,,,,
FNU040_4005013,,,AVL,2100,C62,,,,,
FNU040_4005014,,,AVL,1000,C62,,,,,
FNU040_4005015,,,AVL,2800,C62,,,,,
FNU040_4005016,,,AVL,2500,C62,,,,,
FNU040_4005017,,,AVL,1400,C62,,,,,
FNU040_4005018,,,AVL,2900,C62,,,,,
FNU040_4005019,,,AVL,1600,C62,,,,,
FNU040_4005020,,,AVL,1500,C62,,,,,
FNU040_4005021,,,AVL,2900,C62,,,,,
FNU040_4005022,,,AVL,1400,C62,,,,,
FNU040_4005023,,,AVL,3000,C62,,,,,
FNU040_4005024,,,AVL,1100,C62,,,,,
FNU040_4005025,,,AVL,2800,C62,,,,,
FNU040_4005026,,,AVL,3000,C62,,,,,
FNU040_4005027,,,AVL,1500,C62,,,,,
FNU040_4005028,,,AVL,1100,C62,,,,,
FNU040_4005029,,,AVL,2200,C62,,,,,
FNU040_4005030,,,AVL,1800,C62,,,,,
FNU040_4005031,,,AVL,1500,C62,,,,,
FNU040_4005032,,,AVL,2800,C62,,,,,
FNU040_4005033,,,AVL,2600,C62,,,,,
FNU040_4005034,,,AVL,3000,C62,,,,,
FNU040_4005035,,,AVL,1800,C62,,,,,
FNU040_4005036,,,AVL,1900,C62,,,,,
FNU040_4005037,,,AVL,2700,C62,,,,,
FNU040_4005038,,,AVL,2800,C62,,,,,
FNU040_4005039,,,AVL,1900,C62,,,,,
FNU040_4005040,,,AVL,2400,C62,,,,,
FNU040_4005041,,,AVL,1900,C62,,,,,
FNU040_4005042,,,AVL,3000,C62,,,,,
FNU040_4005043,,,AVL,2100,C62,,,,,
FNU040_4005044,,,AVL,1200,C62,,,,,
FNU040_4005045,,,AVL,2100,C62,,,,,
FNU040_4005046,,,AVL,1200,C62,,,,,
FNU040_4005047,,,AVL,1400,C62,,,,,
FNU040_4005048,,,AVL,2600,C62,,,,,
FNU040_400601,,,AVL,1200,C62,,,,,
FNU040_400602,,,AVL,2600,C62,,,,,
FNU040_400603,,,AVL,2700,C62,,,,,
FNU040_400604,,,AVL,2200,C62,,,,,
FNU040_400605,,,AVL,1900,C62,,,,,
FNU040_400606,,,AVL,1900,C62,,,,,
FNU040_400607,,,AVL,1700,C62,,,,,
FNU040_400608,,,AVL,1400,C62,,,,,
FNU040_400609,,,AVL,2500,C62,,,,,
FNU040_4006010,,,AVL,3000,C62,,,,,
FNU040_4006011,,,AVL,1700,C62,,,,,
FNU040_4006012,,,AVL,2400,C62,,,,,
FNU040_4006013,,,AVL,2600,C62,,,,,
FNU040_4006014,,,AVL,1400,C62,,,,,
FNU040_4006015,,,AVL,1700,C62,,,,,
FNU040_4006016,,,AVL,2900,C62,,,,,
FNU040_4006017,,,AVL,2300,C62,,,,,
FNU040_4006018,,,AVL,1400,C62,,,,,
FNU040_4006019,,,AVL,2000,C62,,,,,
FNU040_4006020,,,AVL,1600,C62,,,,,
FNU040_4006021,,,AVL,2800,C62,,,,,
FNU040_4006022,,,AVL,2700,C62,,,,,
FNU040_4006023,,,AVL,2300,C62,,,,,
FNU040_4006024,,,AVL,1200,C62,,,,,
FNU040_400701,,,AVL,1000,C62,,,,,
FNU040_400702,,,AVL,2500,C62,,,,,
FNU040_400703,,,AVL,1900,C62,,,,,
FNU040_400704,,,AVL,2700,C62,,,,,
FNU040_400705,,,AVL,1200,C62,,,,,
FNU040_400706,,,AVL,1300,C62,,,,,
FNU040_400707,,,AVL,2100,C62,,,,,
FNU040_400708,,,AVL,1900,C62,,,,,
FNU040_400709,,,AVL,2400,C62,,,,,
FNU040_4007010,,,AVL,1000,C62,,,,,
FNU040_4007011,,,AVL,1500,C62,,,,,
FNU040_4007012,,,AVL,1400,C62,,,,,
FNU040_400801,,,AVL,2900,C62,,,,,
FNU040_400802,,,AVL,1700,C62,,,,,
FNU040_400803,,,AVL,2300,C62,,,,,
FNU040_400804,,,AVL,2900,C62,,,,,
FNU040_400805,,,AVL,2200,C62,,,,,
FNU040_400806,,,AVL,3000,C62,,,,,
FNU040_400807,,,AVL,1400,C62,,,,,
FNU040_400808,,,AVL,1500,C62,,,,,
FNU040_400809,,,AVL,2000,C62,,,,,
FNU040_4008010,,,AVL,2900,C62,,,,,
FNU040_4008011,,,AVL,2700,C62,,,,,
FNU040_4008012,,,AVL,1300,C62,,,,,
FNU040_4008013,,,AVL,1700,C62,,,,,
FNU040_4008014,,,AVL,1800,C62,,,,,
FNU040_4008015,,,AVL,2500,C62,,,,,
FNU040_4008016,,,AVL,2200,C62,,,,,
FNU040_4008017,,,AVL,1600,C62,,,,,
FNU040_4008018,,,AVL,1300,C62,,,,,
FNU040_4008019,,,AVL,1600,C62,,,,,
FNU040_4008020,,,AVL,1100,C62,,,,,
FNU040_4008021,,,AVL,1700,C62,,,,,
FNU040_4008022,,,AVL,2700,C62,,,,,
FNU040_4008023,,,AVL,1200,C62,,,,,
FNU040_4008024,,,AVL,2500,C62,,,,,
FNU040_400901,,,AVL,1300,C62,,,,,
FNU040_400902,,,AVL,1200,C62,,,,,
FNU040_400903,,,AVL,1700,C62,,,,,
FNU040_400904,,,AVL,2300,C62,,,,,
FNU040_400905,,,AVL,3000,C62,,,,,
FNU040_400906,,,AVL,1200,C62,,,,,
FNU040_400907,,,AVL,2500,C62,,,,,
FNU040_400908,,,AVL,1000,C62,,,,,
FNU040_400909,,,AVL,1800,C62,,,,,
FNU040_4009010,,,AVL,2300,C62,,,,,
FNU040_4009011,,,AVL,2100,C62,,,,,
FNU040_4009012,,,AVL,1700,C62,,,,,
FNU040_4009013,,,AVL,1100,C62,,,,,
FNU040_4009014,,,AVL,2200,C62,,,,,
FNU040_4009015,,,AVL,1400,C62,,,,,
FNU040_4009016,,,AVL,2700,C62,,,,,
FNU040_4009017,,,AVL,2900,C62,,,,,
FNU040_4009018,,,AVL,2100,C62,,,,,
FNU040_4009019,,,AVL,1100,C62,,,,,
FNU040_4009020,,,AVL,1700,C62,,,,,
FNU040_4009021,,,AVL,3000,C62,,,,,
FNU040_4009022,,,AVL,2600,C62,,,,,
FNU040_4009023,,,AVL,2600,C62,,,,,
FNU040_4009024,,,AVL,1300,C62,,,,,
FNU040_401001,,,AVL,2700,C62,,,,,
FNU040_401002,,,AVL,1500,C62,,,,,
FNU040_401003,,,AVL,2400,C62,,,,,
FNU040_401004,,,AVL,2700,C62,,,,,
FNU040_401005,,,AVL,1400,C62,,,,,
FNU040_401006,,,AVL,1000,C62,,,,,
FNU040_401007,,,AVL,3000,C62,,,,,
FNU040_401008,,,AVL,2900,C62,,,,,
FNU040_401009,,,AVL,2700,C62,,,,,
FNU040_4010010,,,AVL,2900,C62,,,,,
FNU040_4010011,,,AVL,1700,C62,,,,,
FNU040_4010012,,,AVL,2200,C62,,,,,
FSC039_390101,,,AVL,2300,C62,,,,,
FSC039_390102,,,AVL,2600,C62,,,,,
FSC039_390103,,,AVL,2900,C62,,,,,
FSC039_390104,,,AVL,1800,C62,,,,,
FSC039_390105,,,AVL,2100,C62,,,,,
FSC039_390106,,,AVL,1800,C62,,,,,
FSC039_390107,,,AVL,1500,C62,,,,,
FSC039_390108,,,AVL,1700,C62,,,,,
FSC039_390109,,,AVL,1100,C62,,,,,
FSC039_3901010,,,AVL,1500,C62,,,,,
FSC039_3901011,,,AVL,1400,C62,,,,,
FSC039_3901012,,,AVL,1300,C62,,,,,
FSC039_390201,,,AVL,2900,C62,,,,,
FSC039_390202,,,AVL,1200,C62,,,,,
FSC039_390203,,,AVL,1700,C62,,,,,
FSC039_390204,,,AVL,3000,C62,,,,,
FSC039_390205,,,AVL,2200,C62,,,,,
FSC039_390206,,,AVL,2500,C62,,,,,
FSC039_390207,,,AVL,1400,C62,,,,,
FSC039_390208,,,AVL,2500,C62,,,,,
FSC039_390209,,,AVL,2700,C62,,,,,
FSC039_3902010,,,AVL,2200,C62,,,,,
FSC039_3902011,,,AVL,1700,C62,,,,,
FSC039_3902012,,,AVL,2600,C62,,,,,
FSC039_390301,,,AVL,1600,C62,,,,,
FSC039_390302,,,AVL,1600,C62,,,,,
FSC039_390303,,,AVL,1900,C62,,,,,
FSC039_390304,,,AVL,2100,C62,,,,,
FSC039_390305,,,AVL,1500,C62,,,,,
FSC039_390306,,,AVL,1700,C62,,,,,
FSC039_390307,,,AVL,2700,C62,,,,,
FSC039_390308,,,AVL,1800,C62,,,,,
FSC039_390309,,,AVL,1000,C62,,,,,
FSC039_3903010,,,AVL,1000,C62,,,,,
FSC039_3903011,,,AVL,2200,C62,,,,,
FSC039_3903012,,,AVL,1600,C62,,,,,
FSC039_3903013,,,AVL,1300,C62,,,,,
FSC039_3903014,,,AVL,1500,C62,,,,,
FSC039_3903015,,,AVL,1400,C62,,,,,
FSC039_3903016,,,AVL,1200,C62,,,,,
FSC039_3903017,,,AVL,1100,C62,,,,,
FSC039_3903018,,,AVL,1300,C62,,,,,
FSC039_3903019,,,AVL,1700,C62,,,,,
FSC039_3903020,,,AVL,2100,C62,,,,,
FSC039_3903021,,,AVL,1300,C62,,,,,
FSC039_3903022,,,AVL,1200,C62,,,,,
FSC039_3903023,,,AVL,1400,C62,,,,,
FSC039_3903024,,,AVL,1300,C62,,,,,
FSC039_3903025,,,AVL,2000,C62,,,,,
FSC039_3903026,,,AVL,1000,C62,,,,,
FSC039_3903027,,,AVL,2400,C62,,,,,
FSC039_390401,,,AVL,1800,C62,,,,,
FSC039_390402,,,AVL,1500,C62,,,,,
FSC039_390403,,,AVL,2100,C62,,,,,
FSC039_390404,,,AVL,1400,C62,,,,,
FSC039_390405,,,AVL,2700,C62,,,,,
FSC039_390406,,,AVL,2800,C62,,,,,
FSC039_390407,,,AVL,3000,C62,,,,,
FSC039_390408,,,AVL,3000,C62,,,,,
FSC039_390409,,,AVL,2900,C62,,,,,
FSC039_3904010,,,AVL,1100,C62,,,,,
FSC039_3904011,,,AVL,2200,C62,,,,,
FSC039_3904012,,,AVL,2300,C62,,,,,
FSC039_390501,,,AVL,1400,C62,,,,,
FSC039_390502,,,AVL,1200,C62,,,,,
FSC039_390503,,,AVL,1400,C62,,,,,
FSC039_390504,,,AVL,1400,C62,,,,,
FSC039_390505,,,AVL,2800,C62,,,,,
FSC039_390506,,,AVL,1700,C62,,,,,
FSC039_390601,,,AVL,1600,C62,,,,,
FSC039_390602,,,AVL,1500,C62,,,,,
FSC039_390603,,,AVL,1700,C62,,,,,
FSC039_390604,,,AVL,2200,C62,,,,,
FSC039_390605,,,AVL,1100,C62,,,,,
FSC039_390606,,,AVL,1200,C62,,,,,
FSC039_390607,,,AVL,1100,C62,,,,,
FSC039_390608,,,AVL,3000,C62,,,,,
FSC039_390609,,,AVL,1100,C62,,,,,
FSC039_3906010,,,AVL,1400,C62,,,,,
FSC039_3906011,,,AVL,2900,C62,,,,,
FSC039_3906012,,,AVL,2600,C62,,,,,
FSC039_3906013,,,AVL,2700,C62,,,,,
FSC039_3906014,,,AVL,2300,C62,,,,,
FSC039_3906015,,,AVL,2900,C62,,,,,
FSC039_3906016,,,AVL,1400,C62,,,,,
FSC039_3906017,,,AVL,3000,C62,,,,,
FSC039_3906018,,,AVL,2100,C62,,,,,
FSC039_3906019,,,AVL,1200,C62,,,,,
FSC039_3906020,,,AVL,2200,C62,,,,,
FSC039_3906021,,,AVL,2400,C62,,,,,
FSC039_3906022,,,AVL,2900,C62,,,,,
FSC039_3906023,,,AVL,1200,C62,,,,,
FSC039_3906024,,,AVL,1800,C62,,,,,
FSC039_3906025,,,AVL,1500,C62,,,,,
FSC039_3906026,,,AVL,1200,C62,,,,,
FSC039_3906027,,,AVL,1600,C62,,,,,
FSC039_3906028,,,AVL,2700,C62,,,,,
FSC039_3906029,,,AVL,2100,C62,,,,,
FSC039_3906030,,,AVL,1100,C62,,,,,
FSC039_3906031,,,AVL,1500,C62,,,,,
FSC039_3906032,,,AVL,1700,C62,,,,,
FSC039_3906033,,,AVL,2100,C62,,,,,
FSC039_3906034,,,AVL,1400,C62,,,,,
FSC039_3906035,,,AVL,1700,C62,,,,,
FSC039_3906036,,,AVL,2000,C62,,,,,
FSC039_390701,,,AVL,3000,C62,,,,,
FSC039_390702,,,AVL,2100,C62,,,,,
FSC039_390703,,,AVL,2000,C62,,,,,
FSC039_390704,,,AVL,2000,C62,,,,,
FSC039_390705,,,AVL,2900,C62,,,,,
FSC039_390706,,,AVL,1100,C62,,,,,
FSC039_390707,,,AVL,2700,C62,,,,,
FSC039_390708,,,AVL,1700,C62,,,,,
FSC039_390709,,,AVL,2200,C62,,,,,
FSC039_3907010,,,AVL,2300,C62,,,,,
FSC039_3907011,,,AVL,1800,C62,,,,,
FSC039_3907012,,,AVL,2800,C62,,,,,
FSC039_390801,,,AVL,2200,C62,,,,,
FSC039_390802,,,AVL,2200,C62,,,,,
FSC039_390803,,,AVL,2000,C62,,,,,
FSC039_390804,,,AVL,1400,C62,,,,,
FSC039_390805,,,AVL,2600,C62,,,,,
FSC039_390806,,,AVL,3000,C62,,,,,
FSC039_390807,,,AVL,2100,C62,,,,,
FSC039_390808,,,AVL,1500,C62,,,,,
FSC039_390809,,,AVL,1200,C62,,,,,
FSC039_3908010,,,AVL,1100,C62,,,,,
FSC039_3908011,,,AVL,1800,C62,,,,,
FSC039_3908012,,,AVL,2100,C62,,,,,
FSC039_390901,,,AVL,3000,C62,,,,,
FSC039_390902,,,AVL,2700,C62,,,,,
FSC039_390903,,,AVL,1600,C62,,,,,
FSC039_390904,,,AVL,2600,C62,,,,,
FSC039_390905,,,AVL,1100,C62,,,,,
FSC039_390906,,,AVL,1600,C62,,,,,
FSC039_390907,,,AVL,1700,C62,,,,,
FSC039_390908,,,AVL,1900,C62,,,,,
FSC039_390909,,,AVL,2400,C62,,,,,
FSC039_3909010,,,AVL,2300,C62,,,,,
FSC039_3909011,,,AVL,2000,C62,,,,,
FSC039_3909012,,,AVL,2700,C62,,,,,
FSC039_3909013,,,AVL,3000,C62,,,,,
FSC039_3909014,,,AVL,2000,C62,,,,,
FSC039_3909015,,,AVL,1300,C62,,,,,
FSC039_3909016,,,AVL,2900,C62,,,,,
FSC039_3909017,,,AVL,2600,C62,,,,,
FSC039_3909018,,,AVL,2000,C62,,,,,
FSC039_3909019,,,AVL,1800,C62,,,,,
FSC039_3909020,,,AVL,2200,C62,,,,,
FSC039_3909021,,,AVL,2800,C62,,,,,
FSC039_3909022,,,AVL,2700,C62,,,,,
FSC039_3909023,,,AVL,2900,C62,,,,,
FSC039_3909024,,,AVL,2200,C62,,,,,
FSC039_391001,,,AVL,3000,C62,,,,,
FSC039_391002,,,AVL,1400,C62,,,,,
FSC039_391003,,,AVL,3000,C62,,,,,
FSC039_391004,,,AVL,1500,C62,,,,,
FSC039_391005,,,AVL,1100,C62,,,,,
FSC039_391006,,,AVL,2900,C62,,,,,
FSC039_391007,,,AVL,2400,C62,,,,,
FSC039_391008,,,AVL,2500,C62,,,,,
FSC039_391009,,,AVL,2200,C62,,,,,
FSC039_3910010,,,AVL,2700,C62,,,,,
FSC039_3910011,,,AVL,1000,C62,,,,,
FSC039_3910012,,,AVL,1300,C62,,,,,
FSC039_3910013,,,AVL,2400,C62,,,,,
FSC039_3910014,,,AVL,2500,C62,,,,,
FSC039_3910015,,,AVL,1400,C62,,,,,
FSC039_3910016,,,AVL,2300,C62,,,,,
FSC039_3910017,,,AVL,2200,C62,,,,,
FSC039_3910018,,,AVL,1200,C62,,,,,
FSC039_3910019,,,AVL,2100,C62,,,,,
FSC039_3910020,,,AVL,3000,C62,,,,,
FSC039_3910021,,,AVL,2100,C62,,,,,
FSC039_3910022,,,AVL,2600,C62,,,,,
FSC039_3910023,,,AVL,2800,C62,,,,,
FSC039_3910024,,,AVL,2400,C62,,,,,
FSC039_3910025,,,AVL,2700,C62,,,,,
FSC039_3910026,,,AVL,2100,C62,,,,,
FSC039_3910027,,,AVL,1400,C62,,,,,
FSC039_3910028,,,AVL,2300,C62,,,,,
FSC039_3910029,,,AVL,2800,C62,,,,,
